CLASSE_NORM,2,3,4,5,6,8,9
1,1,0,0,0,0,0,0
2,407,0,0,0,0,0,0
2.1,1,0,0,0,0,0,0
2.2,8,0,0,0,0,0,0
3,0,1120,0,0,0,0,0
4.1,0,0,46,0,0,0,0
4.3,0,1,8,0,0,0,0
5.1,0,0,0,98,0,0,0
5.2,0,0,0,1,0,0,0
6.1,0,0,0,0,318,0,0
8,0,0,0,0,0,329,0
9,0,0,0,0,0,0,214
N/D,0,0,1,0,0,0,0
