ID,TIPO PRODUTO,QUANTIDADE (Kg),Nº ONU,Nº PERIGO,CLASSE,RAIO MINIMO,RAIO MAXIMO,RAIO INCENDIO,RISCO EXPLOSAO,OBSERVAÇÕES,ONU_NORM,ONU_LIMPEZA,CLASSE_NORM,CLASSE_LIMPEZA,CLASSE_DESC,PRODUTO_CANON
905,Adesivos contendo um liquido inflamavel,9724.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
906,Tintas ou materias aparentadas as tintas,325.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
907,Materia perigosa do ponto de vista do ambiente liquida n.s.a,22120.0,3082,90,9.0,50,,800,True,,3082,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente liquida n.s.a
908,Extintores,6900.0,1044,20,2.0,100,500.0,800,False,,1044,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,extintores
909,Adesivos contendo um liquido inflamavel,4948.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
909,Diisocianato de toluileno,21440.0,2078,60,6.1,50,,800,True,,2078,ok,6.1,ok,6.1 — Matérias tóxicas,diisocianato de toluileno
910,Tintas ou materias aparentadas as tintas,4245.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
911,Resina em solucao inflamavel,11941.0,1866,33,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao inflamavel
912,Acendalhas solidas impregnadas de liquido inflamavel,18270.0,2623,40,4.0,25,100.0,800,True,,2623,ok,N/D,não reconhecido: '4.0',N/D — N/D,acendalhas solidas impregnadas de liquido inflamavel
913,Tintas ou materias aparentadas as tintas,356.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
914,Acendalhas solidas impregnadas de liquido inflamavel,17296.0,2623,40,4.1,25,100.0,800,True,,2623,ok,4.1,ok,4.1 — Sólidos inflamáveis,acendalhas solidas impregnadas de liquido inflamavel
915,Diisocianato de toluileno,40000.0,2078,60,6.1,50,,800,True,,2078,ok,6.1,ok,6.1 — Matérias tóxicas,diisocianato de toluileno
916,Tintas ou materias aparentadas as tintas,25049.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
917,Diacetona-alcool,88.0,1148,33,3.3,50,300.0,800,True,,1148,ok,3,recuperado major de '3.3' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,diacetona-alcool
917,Resina em solucao,3840.0,1866,33,3.3,50,300.0,800,True,,1866,ok,3,recuperado major de '3.3' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
917,Oxido de mesitilo,57.0,1229,30,3.3,50,300.0,800,True,,1229,ok,3,recuperado major de '3.3' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,oxido de mesitilo
917,Acetato do eter monoetilico do etilenoglicol,104.0,1172,30,3.3,50,300.0,800,True,,1172,ok,3,recuperado major de '3.3' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,acetato do eter monoetilico do etilenoglicol
917,Xilenos,2550.0,1307,30,3.3,50,300.0,800,True,,1307,ok,3,recuperado major de '3.3' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,xilenos
